scenario_id,historical_run_id,new_run_id,historical_model,new_model,jaccard,historical_selected,new_selected
djangocms-external-validity-002,stgc-v2-djangocms-external-validity-002-impact_plan_v2-r4,stgc30b-djangocms-external-validity-002-impact_plan_v2-r1,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,0.5,"[""cms/api.py"", ""cms/models/contentmodels.py""]","[""cms/api.py""]"
djangocms-external-validity-002,stgc-v2-djangocms-external-validity-002-impact_plan_v2-r4,stgc30b-djangocms-external-validity-002-impact_plan_v2-r2,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,0.5,"[""cms/api.py"", ""cms/models/contentmodels.py""]","[""cms/api.py""]"
djangocms-external-validity-002,stgc-v2-djangocms-external-validity-002-impact_plan_v2-r4,stgc30b-djangocms-external-validity-002-impact_plan_v2-r3,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,0.5,"[""cms/api.py"", ""cms/models/contentmodels.py""]","[""cms/api.py""]"
djangocms-external-validity-002,stgc-v2-djangocms-external-validity-002-impact_plan_v2-r4,stgc30b-djangocms-external-validity-002-impact_plan_v2-r4,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,0.5,"[""cms/api.py"", ""cms/models/contentmodels.py""]","[""cms/api.py""]"
djangocms-external-validity-002,stgc-v2-djangocms-external-validity-002-impact_plan_v2-r4,stgc30b-djangocms-external-validity-002-impact_plan_v2-r5,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,0.5,"[""cms/api.py"", ""cms/models/contentmodels.py""]","[""cms/api.py""]"
djangocms-external-validity-002,stgc-v2-djangocms-external-validity-002-impact_plan_v2-r5,stgc30b-djangocms-external-validity-002-impact_plan_v2-r1,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,1.0,"[""cms/api.py""]","[""cms/api.py""]"
djangocms-external-validity-002,stgc-v2-djangocms-external-validity-002-impact_plan_v2-r5,stgc30b-djangocms-external-validity-002-impact_plan_v2-r2,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,1.0,"[""cms/api.py""]","[""cms/api.py""]"
djangocms-external-validity-002,stgc-v2-djangocms-external-validity-002-impact_plan_v2-r5,stgc30b-djangocms-external-validity-002-impact_plan_v2-r3,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,1.0,"[""cms/api.py""]","[""cms/api.py""]"
djangocms-external-validity-002,stgc-v2-djangocms-external-validity-002-impact_plan_v2-r5,stgc30b-djangocms-external-validity-002-impact_plan_v2-r4,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,1.0,"[""cms/api.py""]","[""cms/api.py""]"
djangocms-external-validity-002,stgc-v2-djangocms-external-validity-002-impact_plan_v2-r5,stgc30b-djangocms-external-validity-002-impact_plan_v2-r5,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,1.0,"[""cms/api.py""]","[""cms/api.py""]"
djangocms-external-validity-004,stgc-v2-djangocms-external-validity-004-impact_plan_v2-r1,stgc30b-djangocms-external-validity-004-impact_plan_v2-r1,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,0.666667,"[""cms/admin/forms.py"", ""cms/admin/pageadmin.py"", ""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/views.py""]","[""cms/admin/forms.py"", ""cms/admin/pageadmin.py"", ""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/utils/urlutils.py""]"
djangocms-external-validity-004,stgc-v2-djangocms-external-validity-004-impact_plan_v2-r1,stgc30b-djangocms-external-validity-004-impact_plan_v2-r2,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,0.571429,"[""cms/admin/forms.py"", ""cms/admin/pageadmin.py"", ""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/views.py""]","[""cms/admin/__init__.py"", ""cms/admin/forms.py"", ""cms/admin/pageadmin.py"", ""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/utils/urlutils.py""]"
djangocms-external-validity-004,stgc-v2-djangocms-external-validity-004-impact_plan_v2-r1,stgc30b-djangocms-external-validity-004-impact_plan_v2-r4,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,0.666667,"[""cms/admin/forms.py"", ""cms/admin/pageadmin.py"", ""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/views.py""]","[""cms/admin/forms.py"", ""cms/admin/pageadmin.py"", ""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/utils/urlutils.py""]"
djangocms-external-validity-004,stgc-v2-djangocms-external-validity-004-impact_plan_v2-r1,stgc30b-djangocms-external-validity-004-impact_plan_v2-r5,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,0.666667,"[""cms/admin/forms.py"", ""cms/admin/pageadmin.py"", ""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/views.py""]","[""cms/admin/forms.py"", ""cms/admin/pageadmin.py"", ""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/utils/urlutils.py""]"
djangocms-external-validity-004,stgc-v2-djangocms-external-validity-004-impact_plan_v2-r2,stgc30b-djangocms-external-validity-004-impact_plan_v2-r1,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,0.5,"[""cms/admin/pageadmin.py"", ""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/views.py""]","[""cms/admin/forms.py"", ""cms/admin/pageadmin.py"", ""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/utils/urlutils.py""]"
djangocms-external-validity-004,stgc-v2-djangocms-external-validity-004-impact_plan_v2-r2,stgc30b-djangocms-external-validity-004-impact_plan_v2-r2,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,0.428571,"[""cms/admin/pageadmin.py"", ""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/views.py""]","[""cms/admin/__init__.py"", ""cms/admin/forms.py"", ""cms/admin/pageadmin.py"", ""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/utils/urlutils.py""]"
djangocms-external-validity-004,stgc-v2-djangocms-external-validity-004-impact_plan_v2-r2,stgc30b-djangocms-external-validity-004-impact_plan_v2-r4,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,0.5,"[""cms/admin/pageadmin.py"", ""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/views.py""]","[""cms/admin/forms.py"", ""cms/admin/pageadmin.py"", ""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/utils/urlutils.py""]"
djangocms-external-validity-004,stgc-v2-djangocms-external-validity-004-impact_plan_v2-r2,stgc30b-djangocms-external-validity-004-impact_plan_v2-r5,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,0.5,"[""cms/admin/pageadmin.py"", ""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/views.py""]","[""cms/admin/forms.py"", ""cms/admin/pageadmin.py"", ""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/utils/urlutils.py""]"
djangocms-external-validity-004,stgc-v2-djangocms-external-validity-004-impact_plan_v2-r3,stgc30b-djangocms-external-validity-004-impact_plan_v2-r1,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,0.375,"[""cms/admin/pageadmin.py"", ""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/models/managers.py"", ""cms/templatetags/cms_static.py"", ""cms/views.py""]","[""cms/admin/forms.py"", ""cms/admin/pageadmin.py"", ""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/utils/urlutils.py""]"
djangocms-external-validity-004,stgc-v2-djangocms-external-validity-004-impact_plan_v2-r3,stgc30b-djangocms-external-validity-004-impact_plan_v2-r2,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,0.333333,"[""cms/admin/pageadmin.py"", ""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/models/managers.py"", ""cms/templatetags/cms_static.py"", ""cms/views.py""]","[""cms/admin/__init__.py"", ""cms/admin/forms.py"", ""cms/admin/pageadmin.py"", ""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/utils/urlutils.py""]"
djangocms-external-validity-004,stgc-v2-djangocms-external-validity-004-impact_plan_v2-r3,stgc30b-djangocms-external-validity-004-impact_plan_v2-r4,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,0.375,"[""cms/admin/pageadmin.py"", ""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/models/managers.py"", ""cms/templatetags/cms_static.py"", ""cms/views.py""]","[""cms/admin/forms.py"", ""cms/admin/pageadmin.py"", ""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/utils/urlutils.py""]"
djangocms-external-validity-004,stgc-v2-djangocms-external-validity-004-impact_plan_v2-r3,stgc30b-djangocms-external-validity-004-impact_plan_v2-r5,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,0.375,"[""cms/admin/pageadmin.py"", ""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/models/managers.py"", ""cms/templatetags/cms_static.py"", ""cms/views.py""]","[""cms/admin/forms.py"", ""cms/admin/pageadmin.py"", ""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/utils/urlutils.py""]"
djangocms-external-validity-004,stgc-v2-djangocms-external-validity-004-impact_plan_v2-r4,stgc30b-djangocms-external-validity-004-impact_plan_v2-r1,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,0.666667,"[""cms/admin/forms.py"", ""cms/admin/pageadmin.py"", ""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/views.py""]","[""cms/admin/forms.py"", ""cms/admin/pageadmin.py"", ""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/utils/urlutils.py""]"
djangocms-external-validity-004,stgc-v2-djangocms-external-validity-004-impact_plan_v2-r4,stgc30b-djangocms-external-validity-004-impact_plan_v2-r2,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,0.571429,"[""cms/admin/forms.py"", ""cms/admin/pageadmin.py"", ""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/views.py""]","[""cms/admin/__init__.py"", ""cms/admin/forms.py"", ""cms/admin/pageadmin.py"", ""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/utils/urlutils.py""]"
djangocms-external-validity-004,stgc-v2-djangocms-external-validity-004-impact_plan_v2-r4,stgc30b-djangocms-external-validity-004-impact_plan_v2-r4,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,0.666667,"[""cms/admin/forms.py"", ""cms/admin/pageadmin.py"", ""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/views.py""]","[""cms/admin/forms.py"", ""cms/admin/pageadmin.py"", ""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/utils/urlutils.py""]"
djangocms-external-validity-004,stgc-v2-djangocms-external-validity-004-impact_plan_v2-r4,stgc30b-djangocms-external-validity-004-impact_plan_v2-r5,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,0.666667,"[""cms/admin/forms.py"", ""cms/admin/pageadmin.py"", ""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/views.py""]","[""cms/admin/forms.py"", ""cms/admin/pageadmin.py"", ""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/utils/urlutils.py""]"
djangocms-external-validity-004,stgc-v2-djangocms-external-validity-004-impact_plan_v2-r5,stgc30b-djangocms-external-validity-004-impact_plan_v2-r1,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,0.375,"[""cms/admin/pageadmin.py"", ""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/models/managers.py"", ""cms/templatetags/cms_static.py"", ""cms/views.py""]","[""cms/admin/forms.py"", ""cms/admin/pageadmin.py"", ""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/utils/urlutils.py""]"
djangocms-external-validity-004,stgc-v2-djangocms-external-validity-004-impact_plan_v2-r5,stgc30b-djangocms-external-validity-004-impact_plan_v2-r2,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,0.333333,"[""cms/admin/pageadmin.py"", ""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/models/managers.py"", ""cms/templatetags/cms_static.py"", ""cms/views.py""]","[""cms/admin/__init__.py"", ""cms/admin/forms.py"", ""cms/admin/pageadmin.py"", ""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/utils/urlutils.py""]"
djangocms-external-validity-004,stgc-v2-djangocms-external-validity-004-impact_plan_v2-r5,stgc30b-djangocms-external-validity-004-impact_plan_v2-r4,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,0.375,"[""cms/admin/pageadmin.py"", ""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/models/managers.py"", ""cms/templatetags/cms_static.py"", ""cms/views.py""]","[""cms/admin/forms.py"", ""cms/admin/pageadmin.py"", ""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/utils/urlutils.py""]"
djangocms-external-validity-004,stgc-v2-djangocms-external-validity-004-impact_plan_v2-r5,stgc30b-djangocms-external-validity-004-impact_plan_v2-r5,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,0.375,"[""cms/admin/pageadmin.py"", ""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/models/managers.py"", ""cms/templatetags/cms_static.py"", ""cms/views.py""]","[""cms/admin/forms.py"", ""cms/admin/pageadmin.py"", ""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/utils/urlutils.py""]"
djangocms-external-validity-005,stgc-v2-djangocms-external-validity-005-impact_plan_v2-r1,stgc30b-djangocms-external-validity-005-impact_plan_v2-r1,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,0.571429,"[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page_permissions.py"", ""cms/utils/permissions.py""]","[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/models/permissionmodels.py"", ""cms/toolbar/toolbar.py"", ""cms/utils/page_permissions.py""]"
djangocms-external-validity-005,stgc-v2-djangocms-external-validity-005-impact_plan_v2-r1,stgc30b-djangocms-external-validity-005-impact_plan_v2-r2,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,0.833333,"[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page_permissions.py"", ""cms/utils/permissions.py""]","[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page_permissions.py""]"
djangocms-external-validity-005,stgc-v2-djangocms-external-validity-005-impact_plan_v2-r1,stgc30b-djangocms-external-validity-005-impact_plan_v2-r3,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,0.714286,"[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page_permissions.py"", ""cms/utils/permissions.py""]","[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/page_rendering.py"", ""cms/utils/page_permissions.py""]"
djangocms-external-validity-005,stgc-v2-djangocms-external-validity-005-impact_plan_v2-r1,stgc30b-djangocms-external-validity-005-impact_plan_v2-r4,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,0.833333,"[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page_permissions.py"", ""cms/utils/permissions.py""]","[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page_permissions.py""]"
djangocms-external-validity-005,stgc-v2-djangocms-external-validity-005-impact_plan_v2-r1,stgc30b-djangocms-external-validity-005-impact_plan_v2-r5,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,0.833333,"[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page_permissions.py"", ""cms/utils/permissions.py""]","[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page_permissions.py""]"
djangocms-external-validity-005,stgc-v2-djangocms-external-validity-005-impact_plan_v2-r2,stgc30b-djangocms-external-validity-005-impact_plan_v2-r1,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,0.5,"[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py""]","[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/models/permissionmodels.py"", ""cms/toolbar/toolbar.py"", ""cms/utils/page_permissions.py""]"
djangocms-external-validity-005,stgc-v2-djangocms-external-validity-005-impact_plan_v2-r2,stgc30b-djangocms-external-validity-005-impact_plan_v2-r2,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,0.8,"[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py""]","[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page_permissions.py""]"
djangocms-external-validity-005,stgc-v2-djangocms-external-validity-005-impact_plan_v2-r2,stgc30b-djangocms-external-validity-005-impact_plan_v2-r3,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,0.666667,"[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py""]","[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/page_rendering.py"", ""cms/utils/page_permissions.py""]"
djangocms-external-validity-005,stgc-v2-djangocms-external-validity-005-impact_plan_v2-r2,stgc30b-djangocms-external-validity-005-impact_plan_v2-r4,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,0.8,"[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py""]","[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page_permissions.py""]"
djangocms-external-validity-005,stgc-v2-djangocms-external-validity-005-impact_plan_v2-r2,stgc30b-djangocms-external-validity-005-impact_plan_v2-r5,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,0.8,"[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py""]","[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page_permissions.py""]"
djangocms-external-validity-005,stgc-v2-djangocms-external-validity-005-impact_plan_v2-r3,stgc30b-djangocms-external-validity-005-impact_plan_v2-r1,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,0.571429,"[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page.py"", ""cms/utils/page_permissions.py""]","[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/models/permissionmodels.py"", ""cms/toolbar/toolbar.py"", ""cms/utils/page_permissions.py""]"
djangocms-external-validity-005,stgc-v2-djangocms-external-validity-005-impact_plan_v2-r3,stgc30b-djangocms-external-validity-005-impact_plan_v2-r2,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,0.833333,"[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page.py"", ""cms/utils/page_permissions.py""]","[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page_permissions.py""]"
djangocms-external-validity-005,stgc-v2-djangocms-external-validity-005-impact_plan_v2-r3,stgc30b-djangocms-external-validity-005-impact_plan_v2-r3,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,0.714286,"[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page.py"", ""cms/utils/page_permissions.py""]","[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/page_rendering.py"", ""cms/utils/page_permissions.py""]"
djangocms-external-validity-005,stgc-v2-djangocms-external-validity-005-impact_plan_v2-r3,stgc30b-djangocms-external-validity-005-impact_plan_v2-r4,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,0.833333,"[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page.py"", ""cms/utils/page_permissions.py""]","[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page_permissions.py""]"
djangocms-external-validity-005,stgc-v2-djangocms-external-validity-005-impact_plan_v2-r3,stgc30b-djangocms-external-validity-005-impact_plan_v2-r5,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,0.833333,"[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page.py"", ""cms/utils/page_permissions.py""]","[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page_permissions.py""]"
djangocms-external-validity-005,stgc-v2-djangocms-external-validity-005-impact_plan_v2-r4,stgc30b-djangocms-external-validity-005-impact_plan_v2-r1,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,0.666667,"[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page_permissions.py""]","[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/models/permissionmodels.py"", ""cms/toolbar/toolbar.py"", ""cms/utils/page_permissions.py""]"
djangocms-external-validity-005,stgc-v2-djangocms-external-validity-005-impact_plan_v2-r4,stgc30b-djangocms-external-validity-005-impact_plan_v2-r2,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,1.0,"[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page_permissions.py""]","[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page_permissions.py""]"
djangocms-external-validity-005,stgc-v2-djangocms-external-validity-005-impact_plan_v2-r4,stgc30b-djangocms-external-validity-005-impact_plan_v2-r3,qwen/qwen3-coder,qwen/qwen3-coder-30b-a3b-instruct,0.833333,"[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page_permissions.py""]","[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/page_rendering.py"", ""cms/utils/page_permissions.py""]"
